idelem;tipo_elem;identif;nombre;st_x;st_y
5752;PUNTOS DE MEDIDA URBANOS;91010;Salida T.V.E O-E(Delante G. 7);442.759.949.596.712;448.039.430.557.656
4734;PUNTOS DE MEDIDA URBANOS;93017;Villaamil E-O(Salida Tznel-Camino Ganapanes);43.972.529.255.364;448.011.659.288.235
4735;PUNTOS DE MEDIDA URBANOS;93018;Chantada E-O(Av. Betanzos-Camino Ganapanes);439.525.795.316.996;448.073.717.490.606
9884;PUNTOS DE MEDIDA URBANOS;93021;Monforte de Lemos O-E(Candido Mateos-Cno. Ganapanes);439.315.841.641.628;448.111.012.644.001
9887;PUNTOS DE MEDIDA URBANOS;93022;Camino Ganapanes S-N (La baqeza-Monforte de Lemos);439.421.285.277.777;448.105.485.688.319
5220;PUNTOS DE MEDIDA URBANOS;28032;ACAMAR ENTRE PICO OCEJON Y GOLONDRINA;433.455.665.374.201;447.889.665.562.113
4882;PUNTOS DE MEDIDA URBANOS;28033;GOLONDRINA ENTRE BAJA DE LA IGLESIA Y GALAXIA;433.673.453.384.407;447.885.771.190.109
4886;PUNTOS DE MEDIDA URBANOS;28037;CAROLI ENTRADA CRUCE 2814;433.551.350.896.962;447.921.099.500.021
4871;PUNTOS DE MEDIDA URBANOS;28017;V. ROSALES E-O (DIPLOMATICOS-C.HUMERA);434.076.290.869.941;447.860.761.276.748
4873;PUNTOS DE MEDIDA URBANOS;36026;ARROYO POZUELO E-O(COBATILLAS-CTRA.HUMERA A ARAVACA);434.135.111.933.814;447.848.049.065.205
4877;PUNTOS DE MEDIDA URBANOS;36027;CTRA.DE HUMERA ENTRE RIO NELA Y ARROYO POZUELO;43.404.908.443.099;447.834.699.310.261
5894;PUNTOS DE MEDIDA URBANOS;42028;AV. VESNTISQUERO DE LA CONDESA N-S (LATERAL TUNEL);439.474.159.504.024;448.190.308.557.273
5895;PUNTOS DE MEDIDA URBANOS;42029;VENTISQUERO DE LA CONDESA LATERAL TUNEL S-N(HERRERA ORIA-VENTISQUERO DE LA CONDESA);439.415.894.249.587;448.203.105.360.473
5898;PUNTOS DE MEDIDA URBANOS;42034;VENTISQUERO DE LA CONDESA ENTRADA TUNEL N-S;43.940.106.797.921;448.202.132.265.197
5899;PUNTOS DE MEDIDA URBANOS;42035;AV. CARDENAL HERRERA ORIA 124 S-N(ACCESO M-607-ISLA DE SICILIA);441.086.002.728.392;44.826.175.971.569
5900;PUNTOS DE MEDIDA URBANOS;42036;CARDENAL HERRERA ORIA E-O(MANRESA-M-607);441.079.753.303.418;448.262.610.070.351
3712;PUNTOS DE MEDIDA URBANOS;42401;TÃCTICO - PICO BALAITUS, 1 N-S;439.019.032.558.039;448.162.767.493.641
6562;PUNTOS DE MEDIDA URBANOS;75004;AV. LLANO CASTELLANO S-N(MANUEL TOVAR-ISLA JAVA);441.988.828.910.925;44.825.908.920.185
6563;PUNTOS DE MEDIDA URBANOS;75005;NTRA. SRA. VALVERDE S-N(ISLA JAVA-ISLA GRACIOSA);441.945.238.550.111;448.273.944.992.971
6564;PUNTOS DE MEDIDA URBANOS;75006;NTRA. SRA. VALVERDE S-N(VISTAS A MORALEJA-AFUERAS VALVERDE);441.917.854.610.517;448.346.738.285.703
6565;PUNTOS DE MEDIDA URBANOS;75007;NTRA. SRA. VALVERDE N-S(ANTONIO CABEZON-AFUERAS VALVERDE)(160mts);441.989.224.003.077;448.374.528.688.564
6566;PUNTOS DE MEDIDA URBANOS;75008;NTRA. SRA. VALVERDE N-S(ANTONIO CABEZON-AFUERAS VALVERDE)(100mts);441.974.542.858.656;448.369.028.903.644
6560;PUNTOS DE MEDIDA URBANOS;75002;AV. LLANO CASTELLANOO-E(MARCOS ORUETA--MAURICIO LEGENDRE);442.128.084.346.872;448.196.194.793.195
6561;PUNTOS DE MEDIDA URBANOS;75003;MAURICIO LEGENCRE S-N(C/VIEJAS-AV. LLANO CASTELLANO);442.129.914.791.011;448.209.368.338.417
6582;PUNTOS DE MEDIDA URBANOS;76002;SANTUARIO VALVERDE, 2 S-N (MONASTERIO SILOS - MONASTERIO ESCORIAL);440.048.546.788.316;448.415.747.089.373
6583;PUNTOS DE MEDIDA URBANOS;76003;SANTUARIO VALVERDE, 6 N-S (SANTUARIO VALVERDE - MONASTERIO ESCORIAL);440.050.919.794.638;448.427.739.271.935
6963;PUNTOS DE MEDIDA URBANOS;76004;MONASTERIO SUSO Y YUSO E-O (AV. MONTECARMELO - MONASTERIO LIÉBANA);441.072.432.843.736;448.403.522.558.778
9861;PUNTOS DE MEDIDA URBANOS;76009;MONASTERIO SUSO Y YUSO E-O (AV. MONTECARMELO - MONASTERIO LIÉBANA);440.992.786.962.017;448.404.430.867.355
9858;PUNTOS DE MEDIDA URBANOS;76011;AV. MONASTERIO SILOS O-E (MONASTERIO EL PAULAR - AV. MONTECARMELO);440.830.321.163.359;448.406.687.067.044
6788;PUNTOS DE MEDIDA M-30;PM33202;PM33202;444.172.929.274.918;448.177.106.530.883
6932;PUNTOS DE MEDIDA M-30;PM33221;PM33221;443.110.345.127.682;448.190.808.585.812
3881;PUNTOS DE MEDIDA URBANOS;2035;Sirio S-N - M-30 -Estrella Polar;443.763.027.824.321;447.372.072.751.367
3602;PUNTOS DE MEDIDA URBANOS;2036;Estrella Polar O-E - Pez Austral-Sirio;443.704.770.489.316;447.379.985.932.971
3882;PUNTOS DE MEDIDA URBANOS;2038;Dr. Esquerdo S-N - Moneda-Alcalde Sainz Baranda;443.312.723.161.097;447.420.632.052.187
3883;PUNTOS DE MEDIDA URBANOS;2039;Dr. Esquerdo N-S - Moneda-Samaria;443.292.896.119.508;447.414.591.151.423
3909;PUNTOS DE MEDIDA URBANOS;4001;Concha Espina, 57 O-E - Serrano-Rodriguez Marin;442.437.879.870.119;447.831.401.988.542
3912;PUNTOS DE MEDIDA URBANOS;4006;Ramon y Cajal E-O - Pº de los Jacintos -Alfonso XIII;443.594.500.338.309;447.839.002.596.911
3914;PUNTOS DE MEDIDA URBANOS;4008;Ramón y Cajal O-E - Principe Vergara-Marcenado ;442.723.479.284.831;447.831.180.715.951
3915;PUNTOS DE MEDIDA URBANOS;4009;Principe Vergara N-S - Concha Espina-Pl. Cataluña;442.643.133.460.312;44.782.312.389.685
3916;PUNTOS DE MEDIDA URBANOS;4010;Concha Espinal O-E - Rodriguez Marin-Principe Vergara;442.567.440.170.829;447.831.467.257.154
3922;PUNTOS DE MEDIDA URBANOS;4016;Padre Claret S-N - Carlos Pereyra-Ramon y Cajal;443.679.545.512.143;447.834.704.005.764
3980;PUNTOS DE MEDIDA URBANOS;6040;Jose Ortega y Gasset, 16 O-E - Lagasca-Velazquez;442.038.462.219.924;447.595.421.665.928
3981;PUNTOS DE MEDIDA URBANOS;6041;Velazquez S-N (Lateral) - General Oraa-Maria Molina;442.170.130.180.887;447.660.926.084.653
3986;PUNTOS DE MEDIDA URBANOS;6303; Fancisco Silvela E-O (Detras G. 4) - ;442.530.629.632.708;447.691.171.571.679
3987;PUNTOS DE MEDIDA URBANOS;6304; Francisco Silvela E-O (Delante G. 3) - ;442.542.907.864.504;447.689.675.479.677
3988;PUNTOS DE MEDIDA URBANOS;6305; Principe Vergara N-S (Delante G. 9) - ;442.515.063.776.399;44.769.410.037.877
3757;PUNTOS DE MEDIDA URBANOS;6013;Velazquez S-N - Maldonado-Diego de Leon;442.147.264.370.059;447.638.195.354.128
3978;PUNTOS DE MEDIDA URBANOS;6038;Lopez de Hoyos E-O - Principe Vergara- Gta.Lopez Hoyos;442.516.468.048.763;447.715.866.023.573
3979;PUNTOS DE MEDIDA URBANOS;6039;Jose Ortega y Gasset, 13 E-O - Claudio Coello-Serrano;441.927.675.230.882;447.596.414.995.332
7132;PUNTOS DE MEDIDA URBANOS;6716; Velazquez, 24 S-N - Jorge Juan-Goya;442.063.924.345.615;447.526.062.687.327
3990;PUNTOS DE MEDIDA URBANOS;6307; Principe Vergara N-S(Delante G. 10) - ;442.514.868.909.577;447.689.073.469.101
3991;PUNTOS DE MEDIDA URBANOS;6308; Principe Vergara S-N(Delante G. 8) - ;442.539.309.007.417;447.697.843.347.059
4099;PUNTOS DE MEDIDA URBANOS;11028;Embajadores S-N(Tunel a 130mts) - Bronce -Antracita;441.463.107.799.277;447.124.848.414.877
4118;PUNTOS DE MEDIDA URBANOS;12011;Juan Vera E-O - Batalla Belchite-Pº Delicias;441.259.640.507.434;447.216.749.489.107
4119;PUNTOS DE MEDIDA URBANOS;12012;Pº Delicias S-N - Alejandro Ferrant-Juan Vera;4.411.588.020.631;447.206.132.068.119
4437;PUNTOS DE MEDIDA URBANOS;21015;Pº Castellana S-N - Pl.Gregorio Marañon-Pl.San Juan de la Cruz;441.505.950.979.128;447.692.749.390.846
4442;PUNTOS DE MEDIDA URBANOS;21020;José Abascal, 52 O-E - Zurbano-Migeul Angel;441.352.990.335.155;44.768.234.025.566
4443;PUNTOS DE MEDIDA URBANOS;21021;Maria Molina E-O - Del Pinar-Alvarez de Baena;441.693.345.338.003;447.680.634.007.844
3407;PUNTOS DE MEDIDA URBANOS;21009;Santa Engracia, 26 S-N - Caracas-Pl. Chamberi;440.981.857.233.438;447.605.634.680.398
4433;PUNTOS DE MEDIDA URBANOS;21010;José Abascal, 52 O-E - Alvarez de Castro-Santa Engracia;440.569.189.698.974;447.687.963.059.079
7019;PUNTOS DE MEDIDA URBANOS;23015;Av.Filipinas14 E-O (Lateral dcho) - Jesús Maestro - Cea Bermúdez;439.785.496.865.501;447.701.153.698.027
4606;PUNTOS DE MEDIDA URBANOS;33023;Av.Monforte de Lemos E-O (Túnel a 80m) - PºCastellana-Pedro Rico;441.599.016.594.513;448.113.245.478.481
3474;PUNTOS DE MEDIDA URBANOS;34008;López de Hoyos E-O - Marcenado-Eugenio Salazar;443.050.664.986.884;447.757.914.504.308
4627;PUNTOS DE MEDIDA URBANOS;34009;López de Hoyos, 133 O-E - Marcenado-Ramos Carrión;443.264.988.732.164;447.775.114.895.343
4642;PUNTOS DE MEDIDA URBANOS;34030;Alfonso XIII, 35 N-S - Ramón y Cajal-Luis Larrainza;443.500.702.410.482;447.831.572.379.296
4669;PUNTOS DE MEDIDA URBANOS;35032;Azcona E-O - Villafranca-Camilo José Cela;443.591.587.877.679;447.654.637.818.116
4670;PUNTOS DE MEDIDA URBANOS;35033;Av.Brasilia S-N - Av.Bonn-Av.Badajoz;444.046.179.485.609;447.692.038.583.466
3418;PUNTOS DE MEDIDA URBANOS;90002;Pº Pontones N-S - Sta.Casilda-Pº Imperial;439.425.964.779.039;447.317.126.732.877
4688;PUNTOS DE MEDIDA URBANOS;90003;Pº Imperial E-O - Gta.Piramides-Pl.Francisco Morano;439.390.127.759.221;447.298.104.304.805
9971;PUNTOS DE MEDIDA URBANOS;90024;Pº Imperial S-N - Gil Imón -Jemenuño;439.261.974.395.194;447.346.893.539.107
4690;PUNTOS DE MEDIDA URBANOS;90005;Pº Pontones N-S - Paradinas-Pº Melancólicos;439.057.935.122.317;447.307.183.650.664
4692;PUNTOS DE MEDIDA URBANOS;90007;Puente San Isidro O-E - M-30 -Pº Melancólicos;438.841.470.344.808;44.730.339.546.722
4695;PUNTOS DE MEDIDA URBANOS;90010;Ronda de Segovia S-N - Gil Imón -Algeciras;439.231.093.398.404;447.372.128.233.133
9972;PUNTOS DE MEDIDA URBANOS;90025;Gil Imón E-O - Villoslada -Pº Imperial;439.346.686.566.196;447.341.660.961.738
4701;PUNTOS DE MEDIDA URBANOS;90022;Toledo S-N - Dr.Vallejo Nájera-Santa Casilda;439.631.984.021.637;447.306.832.233.044
6982;PUNTOS DE MEDIDA URBANOS;97019;Av.Pablo Iglesiass N-S  - Juán XXIII - Almansa;439.874.190.277.079;447.816.248.529.457
5773;PUNTOS DE MEDIDA URBANOS;97022;Av.Reina Victoria E-O   - Gral. Ibáñez Ãbero - Estudiantes;439.835.780.186.732;447.780.490.439.929
5774;PUNTOS DE MEDIDA URBANOS;97024;Av.Moncloa O-E  - La Granja - Del Valle;439.353.607.882.774;447.775.463.291.469
5776;PUNTOS DE MEDIDA URBANOS;97026;Av.Reina Victoria O-E  - Guzmán el Bueno-Gral. Ibañez Ãbero;439.726.210.465.641;44.777.523.616.262
3500;PUNTOS DE MEDIDA URBANOS;97034;Juan XXIII - N-S  - Ramiro Maetzu - Av. Moncloa;439.269.365.509.797;4.477.880.207.928
3412;PUNTOS DE MEDIDA URBANOS;97035;Av.Federico Rubio S-N  - Pablo Iglesias  - Almansa;440.044.412.728.648;447.798.866.703.366
5767;PUNTOS DE MEDIDA URBANOS;97010;Av.Arcos Victoria S-N - Reyes Católicos - Av.Complutense;438.595.991.916.847;447.695.880.919.371
4483;PUNTOS DE MEDIDA URBANOS;97065;(AFOROSAv.Valladolid S-N - Loeches- Av. Marqués de Monistrol ;437.909.079.062.315;447.628.552.946.687
4487;PUNTOS DE MEDIDA URBANOS;97069;Pte Castilla O-E - Entrada Pte Franceses por Cra Castilla;43.754.803.285.927;447.643.714.303.947
4488;PUNTOS DE MEDIDA URBANOS;97070;Márques de Monistrol O-E - Entrada Pte Franceses por M-30;437.618.000.844.616;447.641.038.001.266
4702;PUNTOS DE MEDIDA URBANOS;97072;Pº.Imperial N-S - Pl.Fco.Morano-Gta.Pirámides;439.423.646.891.371;447.283.443.092.496
3516;PUNTOS DE MEDIDA URBANOS;97078;Salida Calle 30 E-O - (Tronco M-30 -Gta.Pirámides)a 280mts;439.762.251.762.221;447.249.533.073.849
4704;PUNTOS DE MEDIDA URBANOS;97079;Salida calle30 E-O - Marqués de Vadillo-Gta.Pirámides a 280mts;439.758.017.340.301;447.250.644.867.752
4127;PUNTOS DE MEDIDA URBANOS;97410;(TACTICA)Méndez Ãlvaro S-N - (Comercio-Bustamante);441.934.409.928.597;447.262.501.766.432
5835;PUNTOS DE MEDIDA URBANOS;41025;C/. Payaso Fofó - Arroyo del Olivar-Av. Albufera;444.159.388.752.507;4.471.721.322.032
5837;PUNTOS DE MEDIDA URBANOS;41027;Av. Buenos Aires - Sierra Salvada-Av. Albufera;444.662.330.470.734;447.151.505.630.521
5838;PUNTOS DE MEDIDA URBANOS;41029;Av. Albufera - Av. Pablo Neruda-Santiago Alió;445.364.792.703.106;447.139.385.719.877
5839;PUNTOS DE MEDIDA URBANOS;41030;Av. Albufera - San Claudio-Av. Pablo Neruda;445.613.142.465.601;447.125.885.469.645
5840;PUNTOS DE MEDIDA URBANOS;41031;Av. Albufera - Av. Pablo Neruda-San Claudio;445.646.595.651.698;447.122.473.228.112
6945;PUNTOS DE MEDIDA URBANOS;41032;Av. Albufera - Fuengirola-Rafael Alberti;445.838.665.330.497;447.112.460.497.206
5867;PUNTOS DE MEDIDA URBANOS;41406;C/. Ramón Pérez de Ayala  - Ramón Pérez de Ayala-El Bosco;444.793.584.755.917;447.277.871.244.737
5868;PUNTOS DE MEDIDA URBANOS;41407;C/. Sierra de Cameros - Peña Gorbea-Av. Albufera;443.702.084.847.846;447.209.701.684.135
5869;PUNTOS DE MEDIDA URBANOS;41408;C/. Puerto Pajares - Peña Gorbea-Av. Albufera;443.739.709.631.988;447.206.908.745.736
9840;PUNTOS DE MEDIDA URBANOS;41056;Av. Albufera - Pedro Callejo-Pedro Laborde;445.124.315.495.966;44.715.342.910.925
6947;PUNTOS DE MEDIDA URBANOS;41057;Av. Albufera - Santiago Alio-Pedro Laborde;445.358.945.529.824;447.143.998.769.465
3645;PUNTOS DE MEDIDA URBANOS;44023;C/. Alcalá  - Concejal Juilo Gómez-Hermanos Machado;44.500.532.076.786;447.622.121.063.274
3775;PUNTOS DE MEDIDA URBANOS;44025;C/. Alcalá  - Boldano-Arturo Soria;445.890.136.814.201;447.671.186.964.624
3776;PUNTOS DE MEDIDA URBANOS;44026;C/. Alcalá - Vicente Espinel-Vázquez de Mella;445.739.392.337.034;447.660.979.025.601
3756;PUNTOS DE MEDIDA URBANOS;44027;C/. Alcalá - San Romualdo-Miguel Yuste;447.133.179.017.174;447.716.192.997.787
5928;PUNTOS DE MEDIDA URBANOS;44030;Av. Daroca  - Virgen de la Alegría-Ricardo Ortega;444.255.859.412.226;447.601.420.045.132
5929;PUNTOS DE MEDIDA URBANOS;44031;C/. J.MÂª. Fernández Lanseros  - Av. Daroca-Alcalá;444.347.712.191.502;44.760.004.724.513
3644;PUNTOS DE MEDIDA URBANOS;44022;C/. Alcalá - Mateo García-San Gumersindo;444.863.094.383.496;447.618.978.948.144
5957;PUNTOS DE MEDIDA URBANOS;45011;C/. Hermanos García Noblejas - Pobladura del Valle-Av. Arcentales;446.896.270.898.477;447.512.830.277.405
5958;PUNTOS DE MEDIDA URBANOS;45012;C/. Hermanos García Noblejas - Fco. Largo Caballero-Pobladura del Valle;446.912.543.314.809;447.506.132.024.528
6000;PUNTOS DE MEDIDA URBANOS;45407;C/. Hermanos García Noblejas - Esculano-Castillo de Uclés;446.722.079.486.043;447.544.044.554.142
6001;PUNTOS DE MEDIDA URBANOS;45408;C/. Gandhi - José Arcones Gil-Hermanos García Noblejas;446.680.834.414.893;447.544.252.346.122
6002;PUNTOS DE MEDIDA URBANOS;45409;C/. Castillo de Uclés - Castillo de Oropesa-Hermanos García Noblejas;446.732.410.490.453;447.547.126.965.347
6003;PUNTOS DE MEDIDA URBANOS;45410;C/. Paredes de Nava - Idioma Esperanto-Hermanos García Noblejas;44.702.742.582.373;447.480.409.914.157
6004;PUNTOS DE MEDIDA URBANOS;45411;C/. Hermanos García Noblejas - Versalles-Aquitania;447.275.324.828.252;447.442.267.493.146
6012;PUNTOS DE MEDIDA URBANOS;46004;C/. Arturo Soria - Navarro Amandi-López de Hoyos;444.128.052.977.052;447.918.782.495.531
6013;PUNTOS DE MEDIDA URBANOS;46005;C/. Arturo Soria - Santo Ãngel-López de Hoyos;444.238.698.629.279;44.790.789.494.678
6014;PUNTOS DE MEDIDA URBANOS;46006;C/. Arturo Soria - López de Hoyos-Santo Ãngel;444.277.565.154.156;447.900.434.311.732
6010;PUNTOS DE MEDIDA URBANOS;46002;C/. Arturo Soria - Emeterio Castaños-Allende Salazar;443.863.657.648.166;447.939.051.167.657
6011;PUNTOS DE MEDIDA URBANOS;46003;C/. Arturo Soria - Emilio Rubin-Pablo Vidal;443.974.631.719.528;44.792.893.689.606
6036;PUNTOS DE MEDIDA URBANOS;46029;C/. López de Hoyos - López de Hoyos-Ctra. Canillas;444.424.969.377.711;447.970.436.171.164
6040;PUNTOS DE MEDIDA URBANOS;46034;C/. Torrelaguna  - Sorzano-Acceso M30;444.188.719.212.723;447.823.411.290.599
6072;PUNTOS DE MEDIDA URBANOS;47011;Cta. Sagrado Corazón  - Sta. María Magdalena-Arturo Soria;443.523.526.736.162;447.999.112.371.005
6073;PUNTOS DE MEDIDA URBANOS;47012;C/. Ramonet - Mesena-Arturo Soria;443.675.722.467.319;448.024.113.958.278
6070;PUNTOS DE MEDIDA URBANOS;47009;C/. Arturo Soria  - Cultura-Dalia;443.477.776.699.938;448.136.432.052.258
3831;PUNTOS DE MEDIDA URBANOS;47037;C/. Dalia  - Arturo Soria-Dalia;443.563.502.692.983;448.144.221.937.719
6099;PUNTOS DE MEDIDA URBANOS;47039;C/. Bacares - Cuevas de Almanzora-Golfo de Salónica;443.791.130.076.397;44.812.374.536.037
6107;PUNTOS DE MEDIDA URBANOS;47404;C/. Alonso Saavedra - Mesena-Arturo Soria;443.610.793.286.774;448.033.268.699.157
3430;PUNTOS DE MEDIDA URBANOS;47405;C/. Manuel Uribe - Mesena-Arturo Soria;443.741.758.616.978;447.971.620.178.373
3777;PUNTOS DE MEDIDA URBANOS;47406;C/. Añastro  - Burgo de Osma-Mesena;44.387.796.758.013;448.008.258.204.373
6108;PUNTOS DE MEDIDA URBANOS;47407;C/. Golfo de Salónica  - Espliego-San Luis;443.700.325.940.897;448.090.054.991.708
6109;PUNTOS DE MEDIDA URBANOS;47408;C/. Mesena  - Eladio López Vilches-Av. San Luis;443.711.451.574.543;448.084.968.927.953
6149;PUNTOS DE MEDIDA URBANOS;53019;Av. Marqués de Corbera  - Santa Prisca-Av. Daroca;445.014.846.176.022;447.562.571.141.923
6150;PUNTOS DE MEDIDA URBANOS;53020;C/. Ascao - Emilio Ferrari-Luis Ruíz;445.864.187.216.804;447.595.522.790.798
6151;PUNTOS DE MEDIDA URBANOS;53021;C/. José Luis Arrese  - José Luis Arrese- María Teresa Sáenz de Heredia;444.540.117.460.809;447.495.978.785.855
6158;PUNTOS DE MEDIDA URBANOS;53028;Av. Daroca - Av. Francisco Largo Caballero-Lago Constanza;445.410.980.636.895;447.546.308.445.143
6187;PUNTOS DE MEDIDA URBANOS;53409;C/. Francisco Villaespesa - Ezequiel Solana-Berástegui;445.595.266.146.422;447.583.562.916.072
6213;PUNTOS DE MEDIDA URBANOS;54026;C/. Calahorra  - Calahorra-Pº Artilleros;448.292.336.591.315;447.339.294.526.878
6256;PUNTOS DE MEDIDA URBANOS;55044;Ctra. Canillas - Matapozuelos-Pegaso;445.012.906.023.227;447.954.642.821.347
6280;PUNTOS DE MEDIDA URBANOS;55410;Gta. Yucatán - Salida a A-2-Puente Felipe Juvara;446.972.555.521.711;447.818.411.945.452
6281;PUNTOS DE MEDIDA URBANOS;55411;C/. Abelias - Abelias-Av. de los Andes;447.095.535.380.835;447.845.394.273.527
6282;PUNTOS DE MEDIDA URBANOS;55412;C/. Jarilla - Av. Piceas-Av. de los Andes;447.067.503.875.349;44.785.143.287.421
6283;PUNTOS DE MEDIDA URBANOS;55413;Av. de los Andes - Av. de los Andes-Boj;447.586.225.544.744;447.874.780.705.272
6321;PUNTOS DE MEDIDA URBANOS;56041;C/. Gregorio Sánchez Herráez - Barichara-Santa Virgilia;445.969.922.652.522;448.101.893.184.615
6342;PUNTOS DE MEDIDA URBANOS;57011;Av. Logroño - Timón-Pajarones;450.751.302.838.711;448.081.492.523.785
6362;PUNTOS DE MEDIDA URBANOS;59008;C/. Alcalde López Casero - Alcalá-Virgen de Lluc;444.489.240.230.385;447.632.402.813.515
6501;PUNTOS DE MEDIDA URBANOS;66019;Pitagoras N-S - Iliada-Pl. Grecia;448.636.859.853.228;447.657.112.696.827
3808;PUNTOS DE MEDIDA URBANOS;67006;C/. Hacienda Pavones - Intercambiador-Valdebernardo;446.353.668.300.202;447.257.022.894.172
6113;PUNTOS DE MEDIDA URBANOS;67008;Camino Vinateros  - Manuel Machado-Diego de Valderrábano;444.178.284.408.282;447.375.129.026.983
6116;PUNTOS DE MEDIDA URBANOS;67011;Camino Vinateros  - Av. Moratalaz-Marroquina;445.275.239.834.814;447.349.362.205.947
6457;PUNTOS DE MEDIDA URBANOS;67019;Acceso O`Donnell  - Acceso a Arroyo Media Legua desde OÂ´Donnell;444.852.452.611.899;447.413.312.124.419
6534;PUNTOS DE MEDIDA URBANOS;71035;C/. San Mariano - San Mariano-Alcalá;448.051.767.035.489;447.751.875.475.778
6535;PUNTOS DE MEDIDA URBANOS;71036;C/. Gutiérrez Canales - Gutiérrez Canales-Alcalá;448.082.641.012.185;447.780.517.856.602
4837;PUNTOS DE MEDIDA URBANOS;26030;AV.ROSALES E-O(ANTEQUERA-ANDALUCIA);441.328.757.848.803;446.904.983.283.305
4838;PUNTOS DE MEDIDA URBANOS;26031;(TACTICA)SALIDA INTERCAMBIADOR AUTOBUSES;441.321.111.744.936;446.704.179.175.018
4839;PUNTOS DE MEDIDA URBANOS;27001;ALCOCER SE-NO(LAG.SANTI-EDUAR BARREIROS);440.382.215.716.017;44.670.659.419.467
4840;PUNTOS DE MEDIDA URBANOS;27002;S.JENARO SE-NO(ARROYO BUENO-ALCOCER);440.287.374.848.213;446.696.151.664.087
4842;PUNTOS DE MEDIDA URBANOS;27006;REAL DE PINTO SO-NE(SALSIPUEDES-MARISC);4.400.886.857.679;446.648.571.855.157
6825;PUNTOS DE MEDIDA URBANOS;27007;REAL PINTO N-S(OXIGENO-MARTIN AREVALO);440.121.049.445.592;446.670.073.083.004
5151;PUNTOS DE MEDIDA URBANOS;80004;POBLADOS N-S(SEBASTIAN ALVARO-MELILOTO);434.884.223.504.389;44.716.720.900.677
9944;PUNTOS DE MEDIDA URBANOS;87030;AV. ROSALES N-S (SILVINA-SILVINA);441.601.198.049.498;446.884.410.112.079
9989;PUNTOS DE MEDIDA URBANOS;87033;AV. ROSALES S-N;44.226.155.613.295;44.677.538.351.829
3403;PUNTOS DE MEDIDA URBANOS;98019;SESE?A GIRO O-N(ILLESCAS-ACCESO NV);435.292.353.198.102;447.241.575.959.313
4521;PUNTOS DE MEDIDA URBANOS;31036;PABLO IGLESIAS S-N(ALMANSA-DR. FEDERICO RUBIO Y GALI);439.808.981.224.881;447.831.213.853.712
4523;PUNTOS DE MEDIDA URBANOS;31038;DR.FEDERICO RUBIO Y GALI O-E(P.IGLESIAS-JERSNIMA LLORENTE);439.871.324.602.935;447.842.290.674.392
4503;PUNTOS DE MEDIDA URBANOS;31010;STO. ANGEL DE LA GUARDA N-S(SANCHEZ PRECIADO-FRANCOS RDGUEZ);439.681.492.520.566;447.915.000.896.926
4506;PUNTOS DE MEDIDA URBANOS;31013;FRANCOS RODRIGUEZ E-O(POLICIA-COLEGIO PALOMA);439.499.941.446.255;447.908.658.542.066
3472;PUNTOS DE MEDIDA URBANOS;31021;ANTONIO MACHADO S-N;439.165.270.952.419;447.941.338.081.478
4512;PUNTOS DE MEDIDA URBANOS;31023;Antonio Machado N-S(Sinesio Delgado-Isla de Oza);439.052.386.358.491;447.967.164.173.439
4513;PUNTOS DE MEDIDA URBANOS;31024;PABLO IGLESIAS N-S(MOGUER-ALMIRANTE FCO. MORENO);439.663.057.413.703;447.877.547.273.971
4514;PUNTOS DE MEDIDA URBANOS;31025;PABLO IGLESIAS S-N(ALMIRANTE FCO. MORENO-LEQEROS);439.696.142.121.354;447.881.917.765.187
4533;PUNTOS DE MEDIDA URBANOS;31055;CAMINO CHORRILLO N-S (GTA. PIEDRAFITA CEBREROS-VILLAAMIL);43.985.644.746.763;448.000.520.023.886
3708;PUNTOS DE MEDIDA URBANOS;31066; PIRINEOS S-N (M* AUXILIADORA -FRANCOS RODRIGUEZ);439.404.716.645.087;447.909.607.421.693
4551;PUNTOS DE MEDIDA URBANOS;32009;AV. BETANZOS N-S(CHANTADA-MELCHOR FERNANDEZ ALMAGRO);439.796.000.022.859;448.081.256.872.223
4552;PUNTOS DE MEDIDA URBANOS;32010;AV. BETANZOS N-S(MELCHOR FERNANDEZ ALMAGRO-CHANTADA);439.790.283.591.473;448.082.055.668.962
4553;PUNTOS DE MEDIDA URBANOS;32011;MELCHOR FERNANDEZ ALMAGRO E-O(FERROL-AV. BETANZOS);4.399.507.894.918;448.099.493.561.778
4563;PUNTOS DE MEDIDA URBANOS;32026; SINESIO DELGADO O-E(RIBADAVIA-AV. ASTURIAS);440.505.953.539.799;448.067.379.654.869
4564;PUNTOS DE MEDIDA URBANOS;32027;GINZO DE LIMIA N-S(MELCHOR FERNANDEZ ALMAGRO-FERROL);440.517.706.377.815;448.100.396.999.493
